sentence1,sentence2,is_true
"Spark plug -- Spark plugs are specified by size, either thread or nut (often referred to as Euro), sealing type (taper or crush washer), and spark gap. Common thread (nut) sizes in Europe are 10 mm (16 mm), 14 mm (21 mm; sometimes, 16 mm), and 18 mm (24 mm, sometimes, 21 mm). In the United States, common thread (nut) sizes are 10mm (16mm), 12mm (14mm, 16mm or 17.5mm), 14mm (16mm, 20.63mm) and 18mm (20.63mm).",are all spark plugs the same size socket,0
"Vertical Limit -- Vertical Limit is a 2000 American survival thriller film directed by Martin Campbell and written by Robert King. The film stars Chris O'Donnell, Bill Paxton, Robin Tunney, and Scott Glenn. The film was released on December 8, 2000 in the United States by Columbia Pictures, receiving mixed reviews from critics and grossing $215 million worldwide.",is the movie vertical limit a true story,0
"Green Gables (Prince Edward Island) -- An electrical fire on May 23, 1997 caused some internal damage to part of the upstairs section of the farmhouse. This led to restoration of the affected rooms, as well as being the impetus for an extensive redevelopment of the property through the construction of barns and outbuildings to complement the house itself and to accommodate visitor interpretation facilities. As a result, part of the nearby Green Gables golf course, constructed in the 1930s, was moved away from the vicinity of the homestead and the area has been returned to a more traditional agricultural landscape.",did anne of green gables house burn down,0
"Ice hockey rink -- Most North American rinks follow the National Hockey League (NHL) specifications of 200 feet (61 m) × 85 feet (26 m) with a corner radius of 28 feet (8.5 m). The distance from the end boards to the nearest goal line is 11 feet (3.4 m). The NHL attacking zones are expanded, with blue lines 64 feet (20 m) from the goal line and 50 feet (15 m) apart. Canadian rinks may vary from NHL ones, especially in the goal crease shape (semi-circular), and in the rink dimensions which can accept widths from 85 to 100 feet.",are all nhl ice rinks the same size,1
"Four-leaf clover -- Clovers can have more than four leaves. Five-leaf clovers are less commonly found naturally than four-leaf clovers; however, they, too, have been successfully cultivated. Some four-leaf clover collectors, particularly in Ireland, regard the five-leaf clover, known as a rose clover, as a particular prize. In exceptionally rare cases, clovers are able to grow with six leaves and more in nature. The most leaves ever found on a single clover stem (Trifolium repens L.) is 56 and was discovered by Shigeo Obara of Hanamaki City, Iwate, Japan, on 10 May 2009.",is there such thing as a six leaf clover,1
"Redback spider -- A member of the genus Latrodectus in the family Theridiidae, the redback belongs in a clade with the black widow spider, with the katipo as its closest relative. A 2004 molecular study supports the redback's status as a distinct species, as does the unique abdomen-presenting behaviour of the male during mating. The close relationship between the two species is shown when mating: the male redback is able to successfully mate with a female katipo producing hybrid offspring. However, the male katipo is too heavy to mate with the female redback, as it triggers a predatory response in the female when it approaches the web, causing the female to eat it. There is evidence of interbreeding between female katipo and male redbacks in the wild.",are black widow and red back spiders the same,0
"I Am Number Four (film) -- In 2011, screenwriter Noxon told Collider.com that plans for an imminent sequel were shelved due to the disappointing performance of the first installment at the box office.",is there a movie after i am number 4,0
"Laws regarding incest in the United States -- In all but two states, incest is criminalized between consenting adults. In New Jersey and Rhode Island, incest between consenting adults (16 or over for Rhode Island, 18 or over for New Jersey) is not a criminal offense, though marriage is not allowed in either state. New Jersey also increases the severity of underage sex offenses by a degree if they're also incestuous, and criminalizes incest with 16-17 year olds (the normal age of consent in New Jersey is 16).",are there any states where you can marry your sibling,0
"Leeward Islands -- The Leeward Islands /ˈliːwərd/ are a group of islands situated where the northeastern Caribbean Sea meets the western Atlantic Ocean. On a map, they start with the Virgin Islands east of Puerto Rico and reach southeast to Dominica. In English, the term Leeward Islands refers to the northern islands of the Lesser Antilles chain. The more southerly part of this chain, starting with Martinique, is called the Windward Islands.",are the virgin islands part of the leeward islands,1
"Allied Waste Industries -- On June 23, 2008, Allied was purchased by its smaller competitor Republic Services, Inc for US$6.1 billion. The merged company, retaining the Republic name, has become the second largest non-hazardous solid waste management company in the United States.",is allied waste the same as republic services,1
"Second Amendment to the United States Constitution -- The Second Amendment (Amendment II) to the United States Constitution protects the right of the people to keep and bear arms and was adopted on December 15, 1791, as part of the first ten amendments contained in the Bill of Rights. The Supreme Court of the United States has ruled that the right belongs to individuals for self-defense, while also ruling that the right is not unlimited and does not prohibit all regulation of either firearms or similar devices. State and local governments are limited to the same extent as the federal government from infringing this right, per the incorporation of the Bill of Rights.",is the second amendment part of the constitution,1
"List of teams to overcome 3–1 series deficits -- The following is the list of teams to overcome 3--1 series deficits by winning three straight games to win a best-of-seven playoff series. In the history of major North American pro sports, teams that were down 3--1 in the series came back and won the series 52 times, more than half of them were accomplished by National Hockey League (NHL) teams. Teams overcame 3--1 deficit in the final championship round eight times, six were accomplished by Major League Baseball (MLB) teams in the World Series. Teams overcoming 3--0 deficit by winning four straight games were accomplished five times, four times in the NHL and once in MLB.",has an nhl team ever come back from 3-0,1
"Run batted in -- (c) The official scorer's judgment must determine whether a run batted in shall be credited for a run that scores when a fielder holds the ball or throws to a wrong base. Ordinarily, if the runner keeps going, the official scorer should credit a run batted in; if the runner stops and takes off again when the runner notices the misplay, the official scorer should credit the run as scored on a fielder's choice.",does a batter get an rbi on a fielder's choice,1
"Human tooth -- Tooth development is the complex process by which teeth form from embryonic cells, grow, and erupt into the mouth. Although many diverse species have teeth, their development is largely the same as in humans. For human teeth to have a healthy oral environment, enamel, dentin, cementum, and the periodontium must all develop during appropriate stages of fetal development. Primary teeth start to form in the development of the embryo between the sixth and eighth weeks, and permanent teeth begin to form in the twentieth week. If teeth do not start to develop at or near these times, they will not develop at all.",are babies born with 2 sets of teeth,1
"T-bone steak -- The T-bone and porterhouse are steaks of beef cut from the short loin (called the sirloin in Commonwealth countries and Ireland). Both steaks include a ``T''-shaped bone with meat on each side. Porterhouse steaks are cut from the rear end of the short loin and thus include more tenderloin steak, along with (on the other side of the bone) a large strip steak. T-bone steaks are cut closer to the front, and contain a smaller section of tenderloin. The smaller portion of a T-bone, when sold alone, is known as a filet mignon, especially if it's cut from the small forward end of the tenderloin.",is a t bone steak the same as a porterhouse,0
"Three-strikes law -- Twenty-eight states have some form of a ``three-strikes'' law. A person accused under such laws is referred to in a few states (notably Connecticut and Kansas) as a ``persistent offender'', while Missouri uses the unique term ``prior and persistent offender''. In most jurisdictions, only crimes at the felony level qualify as serious offenses; however, misdemeanor offenses can qualify for application of the three-strikes law in California, whose harsh application has been the subject of controversy.",is the 3 strikes law still in effect,1
"Back-pass rule -- Goalkeepers are normally allowed to handle the ball within their own penalty area, and once they have control of the ball in their hands opposition players may not challenge them for it. However the back-pass rule prohibits goalkeepers from handling the ball after it has been deliberately kicked to them by a team-mate, or after receiving it directly from a throw-in taken by a team-mate. Back-passes with parts of the body other than the foot, such as headers, are not prohibited. Despite the popular name ``back-pass rule'', there is no requirement in the laws that the kick or throw-in must be backwards; handling by the goalkeeper is forbidden regardless of the direction the ball travels.",can a soccer goalie pick up a throw in,0
"Murder, She Wrote -- The show revolves around the day-to-day life of Jessica Fletcher, a childless, widowed, retired English teacher who becomes a successful mystery writer. Despite fame and fortune, Jessica remains a resident of Cabot Cove, a small coastal community in Maine, and maintains her links with all of her old friends, never letting her success go to her head. Exterior shots of Cabot Cove were filmed in Mendocino, California. The fictional ``Cabot Cove'' name for the series' coastal town was derived from the name of an actual bay harbor inlet in Kennebunkport, Maine, located near the town's center, on the road where motels and lobster shack dives are located.",is there a place called cabot cove maine,0
"Sweeney Todd: The Demon Barber of Fleet Street -- Sweeney Todd: The Demon Barber of Fleet Street is a 1979 musical thriller with music and lyrics by Stephen Sondheim and book by Hugh Wheeler. The musical is based on the 1973 play Sweeney Todd, the Demon Barber of Fleet Street by Christopher Bond.",is the barber of seville the same as sweeney todd,0
"Live with Kelly and Ryan -- With roots in A.M. Los Angeles and A.M. New York, Live began as The Morning Show, hosted by Regis Philbin and Cyndy Garvey; the show rose to national prominence as Live with Regis and Kathie Lee, when Philbin was joined by Kathie Lee Gifford. That incarnation of the program ran for 12 years and continuing as Live with Regis and Kelly for another decade before Ripa, after hosting with guest co-hosts for nearly a year, was paired with former NFL star Michael Strahan. The franchise has had longstanding success and has won the Daytime Emmy Award for Outstanding Talk Show and Outstanding Talk Show Hosts. On January 19, 2016, the show was renewed through the 2019--20 season. On February 12, 2016, a special episode focused on Ripa's 15 years as part of the program. On April 18, 2016, Strahan and ABC announced that he was leaving the show to join ABC's Good Morning America full-time. On May 1, 2017, it was announced that Ryan Seacrest would join Ripa as her new permanent co-host, succeeding Strahan.",is kelly and ryan still on the air,1
"Legal issues in airsoft -- There are currently certain restrictions on the possession of airsoft replicas, which came in with the introduction of the ASBA (Anti-Social Behaviour Act 2003) Amendments, prohibiting the possession of any firearms replica in a public place without good cause (to be concealed in a gun case or container only, not to be left in view of public at any time).",do you need a license for airsoft guns uk,0
"Large denominations of United States currency -- The Federal Reserve began taking high-denomination currency out of circulation (destroying large bills received by banks) in 1969. As of May 30, 2009, only 336 $10,000 bills were known to exist; 342 remaining $5,000 bills; and 165,372 remaining $1,000 bills. Due to their rarity, collectors often pay considerably more than the face value of the bills to acquire them. Some are in museums in other parts of the world.",did they used to make 1000 dollar bills,1
"Grey's Anatomy (season 10) -- The season mainly focuses on the relationship between the show's protagonist Meredith Grey (Ellen Pompeo) and ``her person'' Cristina Yang (Sandra Oh) as both follow different paths relating their careers straining their relationship. Derek Shepherd (Patrick Dempsey) and Callie Torres (Sara Ramirez) having separated from her wife Arizona Robbins (Jessica Capshaw) teamed up with the White House to work on a brain mapping project. Miranda Bailey (Chandra Wilson) was on a project mapping out the human genome. Yang and Owen Hunt (Kevin McKidd) gradually take their relationship from complicated and painful to a place of real friendship. April Kepner (Sarah Drew) and Jackson Avery (Jesse Williams) elope during Kepner and paramedic Matthew's (Justin Bruening) wedding. Yang takes off to Switzerland for a job offer to take over Preston Burke's (Isaiah Washington) hospital because he wants to step down and move his family. She bids her farewell to her colleagues of the last seven years, including Hunt and dances it out with Meredith one last time to an old favorite song.",do owen and cristina get back together season 10,0
Large intestine -- The ascending colon is the first of four sections of the large intestine. It is connected to the small intestine by a section of bowel called the cecum. The ascending colon runs upwards through the abdominal cavity toward the transverse colon for approximately eight inches (20 cm).,is the ascending colon part of the large intestine,1
"Princeton Theological Seminary -- Princeton Theological Seminary (PTS) is a private, nonprofit, and independent graduate school of theology in Princeton, New Jersey. Founded in 1812 under the auspices of Archibald Alexander, the General Assembly of the Presbyterian Church, and the College of New Jersey (now Princeton University), it is the second-oldest seminary in the United States. It is also the largest of ten seminaries associated with the Presbyterian Church (USA).",is princeton theological seminary part of princeton university,1
"NBA playoffs -- All rounds are best-of-seven series. Series are played in a 2--2--1--1--1 format, meaning the team with home-court advantage hosts games 1, 2, 5, and 7, while their opponent hosts games 3, 4, and 6, with games 5--7 being played if needed. This format has been used since 2014, after NBA team owners unanimously voted to change from a 2--3--2 format on October 23, 2013.",is the first round of the nba playoffs a 5 game series,0
"List of Little League World Series appearances by U.S. state -- This is the list of U.S. states that have participated in the Little League World Series. As of the 2018 LLWS, eight states had never reached the LLWS: Alaska, Colorado, Kansas, North Dakota, Utah, Vermont, Wisconsin, and Wyoming; additionally, the District of Columbia has never reached the LLWS.",has wisconsin ever been in the little league world series,0
"Lego The Hobbit (video game) -- Lego The Hobbit is a Lego-themed action-adventure video game developed by Traveller's Tales. The game was released by Warner Bros. Interactive Entertainment on 8 April 2014 in North America, and 11 April in Europe. The game is a follow-up to Lego The Lord of the Rings based on the first two Hobbit films; An Unexpected Journey and The Desolation of Smaug. It was released on PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One, Wii U, Nintendo 3DS, OS X and Microsoft Windows.",does the lego hobbit game have all 3 movies,0
"Proxy voting -- Proxy voting is automatically prohibited in organizations that have adopted Robert's Rules of Order Newly Revised (RONR) or The Standard Code of Parliamentary Procedure (TSC) as their parliamentary authority, unless it is provided for in its bylaws or charter or required by the laws of its state of incorporation. Robert's Rules says, ``If the law under which an organization is incorporated allows proxy voting to be prohibited by a provision of the bylaws, the adoption of this book as parliamentary authority by prescription in the bylaws should be treated as sufficient provision to accomplish that result''. Demeter says the same thing, but also states that ``if these laws do not prohibit voting by proxy, the body can pass a law permitting proxy voting for any purpose desired.'' RONR opines, ``Ordinarily it should neither be allowed nor required, because proxy voting is incompatible with the essential characteristics of a deliberative assembly in which membership is individual, personal, and nontransferable. In a stock corporation, on the other hand, where the ownership is transferable, the voice and vote of the member also is transferable, by use of a proxy.'' While Riddick opines that ``proxy voting properly belongs in incorporate organizations that deal with stocks or real estate, and in certain political organizations,'' it also states, ``If a state empowers an incorporated organization to use proxy voting, that right cannot be denied in the bylaws.'' Riddick further opines, ``Proxy voting is not recommended for ordinary use. It can discourage attendance, and transfers an inalienable right to another without positive assurance that the vote has not been manipulated.''",does robert's rules of order allow proxy voting,0
"Circumzenithal arc -- The circumzenithal arc, also called the circumzenith arc (CZA), upside-down rainbow, and the Bravais arc, is an optical phenomenon similar in appearance to a rainbow, but belonging to the family of halos arising from refraction of sunlight through ice crystals, generally in cirrus or cirrostratus clouds, rather than from raindrops. The arc is located at a considerable distance (approximately 46°) above the sun and at most forms a quarter of a circle centered on the zenith. It has been called ``a smile in the sky'', its first impression being that of an upside-down rainbow. The CZA is one of the brightest and most colorful members of the halo family. Its colors, ranging from violet on top to red at the bottom, are purer than those of a rainbow because there is much less overlap in their formation.",is there such a thing as an upside down rainbow,1
"11.22.63 -- When asked about developing a sequel series, King stated ``I'd love to revisit Jake and Sadie, and also revisit the rabbit hole that dumps people into the past, but sometimes it's best not to go back for a second helping.''.",will there be a season 2 of 11-22-63,0
"Vena amoris -- Vena amoris is a Latin name meaning, literally, ``vein of love''. Traditional belief established that this vein ran directly from the fourth finger of the left hand to the heart. This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed on the fourth finger, or ``ring finger''. This traditional belief is factually inaccurate as all the fingers in the hand have a similar vein structure.",does the ring finger connected to the heart,0
"Grade retention -- In most countries, grade retention has been banned or strongly discouraged. In the United States, grade retention can be used in kindergarten through twelfth grade. However, with older students, retention is usually restricted to the specific classes that the student failed, so that a student can be, for example, promoted in a math class but retained in a language class.",can u get held back in 8th grade,1
"One Life to Live -- One Life to Live (often abbreviated as OLTL) is an American soap opera broadcast on the ABC television network for more than 43 years, from July 15, 1968, to January 13, 2012, and then on the internet as a web series on Hulu and iTunes via The Online Network from April 29 to August 19, 2013. Created by Agnes Nixon, the series was the first daytime drama to primarily feature ethnically and socioeconomically diverse characters and consistently emphasize social issues. One Life to Live was expanded from 30 minutes to 45 minutes on July 26, 1976, and then to an hour on January 16, 1978.",is one life to live still on tv,0
".org -- The domain name org is a generic top-level domain (gTLD) of the Domain Name System (DNS) used in the Internet. The name is truncated from organization. It was one of the original domains established in 1985, and has been operated by the Public Interest Registry since 2003. The domain was originally intended for non-profit entities, but this restriction was not enforced and has been removed. The domain is commonly used by schools, open-source projects, and communities, but also by some for-profit entities. The number of registered domains in org has increased from fewer than one million in the 1990s, to ten million as of June 2012.",does a .org have to be a non profit,0
"Scream (TV series) -- Scream is an American anthology slasher television series developed by Jill Blotevogel, Dan Dworkin and Jay Beattie for MTV and is based on the slasher film series of the same name created by Kevin Williamson and Wes Craven. The series is produced by Dimension Television and MTV Production Development, and was formerly filmed in Louisiana, in locations such as Baton Rouge and New Orleans as well as Chalmette High School. Blotevogel and Jaime Paglia originally served as showrunners during the first season before being replaced by Michael Gans and Richard Register in the second season, because of creative differences.",is the scream show based on the movie,1
"Climate of San Diego -- Snow has been recorded falling on lowland San Diego communities only five times in over 125 years of record-keeping. Snow flurries were last seen in San Diego on February 14, 2008 around 1,700 to 1,800 feet (520 to 550 m), and the last measurable snowfall to hit various neighborhoods and suburbs around the city fell on December 13, 1967. In winter, light snow is common in mountainous regions of east and north San Diego County above 3,000--4,000 feet (910--1,220 m).",has it ever snowed in san diego california,1
"Phase 10 -- After laying down a Phase, players try to ``go out'' as soon as possible. To go out, a player must get rid of all of their cards by hitting and discarding. The player to go out first wins the hand. The winner of the hand, and any other players who also complete their Phase, will advance to the next Phase for the next hand, while any player not able to complete their Phase remain stuck on that Phase. Players count up the total value of cards left in their hands (the fewer cards left in their hand, the better) and score them as follows;",can you go out on the first round of phase 10,1
"Cold Case -- Due to the use of contemporary music in each episode, none of the seasons are presently available on DVD, due to music licensing issues. However, the entire series, incorporating the contemporary music, was previously released on DVD as Cold Case: The Complete Edition, by CBS Productions (ISBN 8-5857-9659-6), on 44 dual-layer disks, in a single boxed set. This set is out of print.",will cold case ever be released on dvd,1
"Gear oil -- While they take the same form, the viscosity grades for gear oils are on a different scale than the viscosity grades for an engine oil. The viscometrics for gear oils are standardized in SAE J306. Multigrade gear oils are becoming more common; while gear oil does not reach the temperatures of motor oil, it does warm up appreciably as the car is driven, due mostly to shear friction (with a small amount of heat conduction through the bellhousing from the engine block).",is gear oil the same as motor oil,0
"Serein (meteorology) -- Serein (/sɪˈriːn/; (səʁɛ̃) in French) refers to rain falling from a cloudless sky. This sort of rain is said to take on the form of a fine, light drizzle, typically after dusk. The name derives from French serein, meaning ``serene'', or ``clear'' (as in unclouded). An alternative etymology is from Old French serain, evening.",can it rain if there are no clouds,1
"Alcohol laws of Pennsylvania -- Pennsylvania is an alcoholic beverage control state. Spirits are to be sold only in the state owned Fine Wine and Good Spirits stores, which also sell wine, but not beer. Prices are generally the same throughout the state, but state stores may offer special discounts and sales, and county sales tax may cause the price to differ slightly. People under the age of 21 are allowed to enter Fine Wine and Good Spirits stores, contrary to popular belief, but only if accompanied by a parent or guardian. Monday through Saturday, a store may open as early as 9 am and close as late as 10 pm. On Sunday, many stores sell liquor from 11 am until 7 pm.",can you buy liquor on sunday in pennsylvania,1
"American entry into Canada by land -- Canadian law requires that all persons entering Canada must carry proof of both citizenship and identity. A valid U.S. passport or passport card is preferred, although a birth certificate, naturalization certificate, citizenship certificate, or another document proving U.S. nationality, together with a government-issued photo ID (such as a driver's license) are acceptable to establish identity and nationality. However, the documents required to return to the United States can be more restrictive (for example, a birth certificate and photo ID are insufficient) -- see the section below on Return entry into the U.S.",can i get into canada with a military id,1
"United States two-dollar bill -- The United States two-dollar bill ($2) is a current denomination of U.S. currency. The third U.S. President (1801--09), Thomas Jefferson, is featured on the obverse of the note. The reverse features an engraving of the painting The Declaration of Independence by John Trumbull. Throughout the $2 bill's pre-1929 life as a large-sized note, it was issued as a United States Note, National Bank Note, silver certificate, Treasury or ``Coin'' Note and Federal Reserve Bank Note. When U.S. currency was changed to its current size, the $2 bill was issued only as a United States Note. Production went on until 1966, when the series was discontinued. Ten years passed before the $2 bill was reissued as a Federal Reserve Note with a new reverse design. Two-dollar bills are seldom seen in circulation as a result of banking policies with businesses which has resulted in low production numbers due to lack of demand. This comparative scarcity in circulation, coupled with a lack of public knowledge that the bill is still in production and circulation, has also inspired urban legends about its authenticity and value and has occasionally created problems for those trying to use the bill to make purchases.",do they still make $2 bills in 2018,1
"Five Guys -- More followed in Old Town Alexandria and Springfield, Virginia, making five by 2001. Their success encouraged the Murrells to franchise their concept the following year, engaging Fransmart, a franchise sales organization. Former Washington Redskins kicker Mark Moseley, who had gone to work for Fransmart after his football career, played a key role in Five Guys' expansion and went on to become the company's director of franchise development after it ended its business relationship with Fransmart. In early 2003 the chain began franchising, opening the doors to rapid expansion which caught the attention of national restaurant trade organizations and the national press. The expansion started in Virginia and Maryland, and by the end of 2004, over 300 units were in development through the Northeast. Over the next few years the chain rapidly expanded across the entire United States and into Canada, reaching over 1,000 locations by 2012.",is five guys only on the east coast,0
"Gotham City -- Gotham City is traditionally depicted as being located in the state of New Jersey, within close proximity to Metropolis. Over the years, Gotham's look and atmosphere has been influenced by cities such as New York City and Chicago.",is there really a gotham city in new york,0
"Cats in Australia -- Historical records date the introduction of cats to Australia at around 1804 and that cats first became feral around Sydney by 1820. In the early 1900s, concern was expressed at the pervasiveness of the cat problem",are domestic and feral cats native to australia,0
"Exploration of Neptune -- The exploration of Neptune has only begun with one spacecraft, Voyager 2 in 1989. Currently there are no approved future missions to visit the Neptunian system. NASA, ESA and also independent academic groups have proposed future scientific missions to visit Neptune. Some mission plans are still active, while others have been abandoned or put on hold.",have any satellites or robots been to neptune,1
"Glucogenic amino acid -- A glucogenic amino acid is an amino acid that can be converted into glucose through gluconeogenesis. This is in contrast to the ketogenic amino acids, which are converted into ketone bodies.",can glucogenic amino acids be used to make glucose,1
"Riverdale (2017 TV series) -- Riverdale is an American teen drama television series based on the characters of Archie Comics. The series was adapted for The CW by Archie Comics' chief creative officer Roberto Aguirre-Sacasa, and is produced by Warner Bros. Television and CBS Television Studios, in association with Berlanti Productions and Archie Comics. Originally conceived as a feature film adaptation for Warner Bros. Pictures, the idea was re-imagined as a television series for Fox. In 2015, development on the project moved to The CW, where the series was ordered for a pilot. Filming takes place in Vancouver, British Columbia.",is the tv show riverdale based on the archie comics,1
"FIFA World Cup hosts -- To avoid any future boycotts or controversy, FIFA began a pattern of alternation between the Americas and Europe, which continued until the 2002 FIFA World Cup in Asia. The system evolved so that the host country is now chosen in a vote by FIFA's Congress. This is done under an exhaustive ballot system. The decision is currently made roughly seven years in advance of the tournament, though the hosts for the 2022 tournament were chosen at the same time as those for the 2018 tournament.",does the winner of the world cup host it next time,0
"Gastrointestinal tract -- The gastrointestinal tract (digestive tract, digestional tract, GI tract, GIT, gut, or alimentary canal) is an organ system within humans and other animals which takes in food, digests it to extract and absorb energy and nutrients, and expels the remaining waste as feces. The mouth, esophagus, stomach and intestines are part of the gastrointestinal tract. Gastrointestinal is an adjective meaning of or pertaining to the stomach and intestines. A tract is a collection of related anatomic structures or a series of connected body organs.",is the gut the same as the stomach,1
"Ordinary least squares -- In statistics, ordinary least squares (OLS) is a type of linear least squares method for estimating the unknown parameters in a linear regression model. OLS chooses the parameters of a linear function of a set of explanatory variables by the principle of least squares: minimizing the sum of the squares of the differences between the observed dependent variable (values of the variable being predicted) in the given dataset and those predicted by the linear function.",is least squares the same as linear regression,0
"The Handmaid's Tale (film) -- The Handmaid's Tale is a 1990 film adaptation of Margaret Atwood's novel of the same name. Directed by Volker Schlöndorff, the film stars Natasha Richardson (Kate/Offred), Faye Dunaway (Serena Joy), Robert Duvall (The Commander, Fred), Aidan Quinn (Nick), and Elizabeth McGovern (Moira). The screenplay was written by Harold Pinter. The original music score was composed by Ryuichi Sakamoto. MGM Home Entertainment released an Avant-Garde Cinema DVD of the film in 2001. The film was entered into the 40th Berlin International Film Festival.",is there a movie the handmaid's tale,1
"Texas A&M Aggies -- The Texas A&M Aggies have earned three national titles (1919, 1927 and 1939), 20 conference titles and two Heisman trophies won by John David Crow in 1957 and Johnny Manziel, the first freshman to ever win the award, in 2012. A&M has had two perfect seasons having gone undefeated and unscored upon in both 1917 and 1919. The football program experienced a period of little success lasting from 1944 to 1971, when the Aggies won only two conference titles. With Emory Bellard as head coach beginning in 1972, the Aggies returned to prominence with two 10 win seasons during his short tenure. He was replaced by Tom Wilson who had little success at Texas A&M before Jackie Sherrill took over the program. Sherrill won three consecutive conference titles and two Cotton Bowl Classic postseason games. His defensive coordinator, R.C. Slocum, replaced him as head coach in 1989. Slocum finished in the top 25 during 10 of his 14 years at Texas A&M and won 4 conference titles, including the school's only Big 12 title in 1998.",has texas a&m ever won a national championship,1
"A Quiet Place (film) -- Regan, who was not allowed in the basement previously, sees her father's notes on the creatures and on his experimentation with several different implants. When the creature returns to invade the basement, Regan places the boosted implant on a nearby microphone, magnifying the feedback to ward off the creature. Painfully disoriented, the creature exposes the flesh beneath its armored head, and Evelyn shoots the creature in the head with a shotgun, destroying its head and killing it. The family views a CCTV monitor, showing two creatures attracted by the noise of the shotgun blast approaching the house. With their newly acquired knowledge of the creatures' weakness, the members of the family arm themselves and prepare to fight back.",do they live at the end of a quiet place,1
"Dust Bowl -- The crisis was documented by photographers, musicians, and authors, many hired during the Great Depression by the federal government. For instance, the Farm Security Administration hired numerous photographers to document the crisis. Artists such as Dorothea Lange were aided by having salaried work during the Depression. She captured what have become classic images of the dust storms and migrant families. Among her most well-known photographs is Destitute Pea Pickers in California. Mother of Seven Children, which depicted a gaunt-looking woman, Florence Owens Thompson, holding three of her children. This picture expressed the struggles of people caught by the Dust Bowl and raised awareness in other parts of the country of its reach and human cost. Decades later, Thompson disliked the boundless circulation of the photo and resented the fact she did not receive any money from its broadcast. Thompson felt it gave her the perception as a Dust Bowl ``Okie.''",did the dust bowl happen during the great depression,1
"United States men's national soccer team -- The best result for the United States in a World Cup came in 1930 when they reached the semifinals. The best result in the modern era is the 2002 World Cup, when the U.S. reached the quarterfinals. The worst result in the modern era was a first round elimination in 1990, 1998, and 2006.",did us ever win the world cup soccer,0
Kick-off (association football) -- A goal may be scored directly from a kick-off against the opponent.,can you score direct from a kickoff in football,1
"Maxima and minima -- In mathematical analysis, the maxima and minima (the respective plurals of maximum and minimum) of a function, known collectively as extrema (the plural of extremum), are the largest and smallest value of the function, either within a given range (the local or relative extrema) or on the entire domain of a function (the global or absolute extrema). Pierre de Fermat was one of the first mathematicians to propose a general technique, adequality, for finding the maxima and minima of functions.",can a local maximum also be an absolute maximum,1
"Cape Fear (1991 film) -- The film was adapted by Wesley Strick from the original screenplay by James R. Webb, which was an adaptation from the novel The Executioners by John D. MacDonald.",is cape fear based on a true story,0
"Employment authorization document -- Currently the Form I-765 Employment Authorization Document is issued in the form of a standard credit card-size plastic card enhanced with multiple security features. The card contains some basic information about the alien: name, birth date, sex, immigrant category, country of birth, photo, alien registration number (also called ``A-number''), card number, restrictive terms and conditions, and dates of validity. This document, however, should not be confused with the green card.",is an employment authorization card a green card,0
"The 100 (TV series) -- In March 2017, The CW renewed the series for a fifth season, which premiered on April 24, 2018. In May 2018, the series was renewed for a sixth season.",are they gonna make a season 5 of the 100,1
"Great white shark -- The great white shark (Carcharodon carcharias), also known as the great white, white shark or white pointer, is a species of large mackerel shark which can be found in the coastal surface waters of all the major oceans. The great white shark is notable for its size, with larger female individuals growing to 6.1 m (20 ft) in length and 1,905 kg (4,200 lb) in weight at maturity. However most are smaller, males measuring 3.4 to 4.0 m (11 to 13 ft) and females 4.6 to 4.9 m (15 to 16 ft) on average. According to a 2014 study the lifespan of great white sharks is estimated to be as long as 70 years or more, well above previous estimates, making it one of the longest lived cartilaginous fish currently known. According to the same study, male great white sharks take 26 years to reach sexual maturity, while the females take 33 years to be ready to produce offspring. Great white sharks can swim at speeds of over 56 km/h (35 mph), and can swim to depths of 1,200 m (3,900 ft).",do great white sharks live at the bottom of the sea,0
"Las Vegas, New Mexico -- Las Vegas is a city in and the county seat of San Miguel County, New Mexico, United States. Once two separate municipalities (one a city and the other a town), both were named Las Vegas--West Las Vegas (``Old Town'') and East Las Vegas (``New Town'')--are separated by the Gallinas River and retain distinct characters and separate, rival school districts.",is there a las vegas in new mexico,1
"School uniforms by country -- While school uniform is common in the United Kingdom, there is no legislation enforcing it in any of the three separate legal jurisdictions of England & Wales, Scotland, and Northern Ireland, and enforcement of school uniform policy and dress codes is generally for individual schools to determine. However, schools do have to take into account Equality legislation in dress policies to prevent discrimination on grounds such as age, sex, race, disability, religion or belief and sexual orientation. School uniforms are required to be similar in cost for both boys and girls, to be reasonably low cost, and to tolerate religious freedoms, e.g. allowing male Sikhs to wear turbans and female Muslims to wear headscarfs. In order to ensure that policies are fair and non-discriminatory schools are expected to consult widely with staff, pupils, parents and governors when introducing or amending dress policies.",does every school in the uk wear uniforms,0
"The Price Is Right (UK game show) -- It returned to ITV, as Bruce's Price is Right, from 4 September 1995 to 16 December 2001 with Bruce Forsyth hosting for seven series, and again on the same channel from 8 May 2006 until 12 January 2007, this time hosted by Joe Pasquale. Two one-off specials aired as part of ITV's Gameshow Marathon in September 2005 and April 2007.",did bruce forsyth do the price is right,1
